0,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,year1,year2
1156,1156,1157,80,1,85,9350,1,0,1,1,1,1,1,0.999999979,0,0,0.25,1,5,8,1965,1999,1,1,-9.91E-20,7.61E-15,1,0,0.5,0.75,1,0.6,0.6,1,474.75,633,0.1,0,586,1219,1,0.8,1,1,1265,0,0,1265,0,1,2,0,3,1,0.8,6,1,1,0.8,0.8,54,0.6,2,502,0.6,0.6,1,0,92,0,96,0,0,0,0.75,1,0,10,2008,1,1,179900,43,9
1157,1157,1158,120,1,34,5001,1,0,0.75,1,1,1,1,7.39E-05,0,0,0,0.125,7,5,2007,2008,1,1,1,1,7.44E-19,166,0.75,0.5,1,0.8,0.6,0.25,904,904,0.1,0,410,1314,1,1,1,1,1314,0,0,1314,1,0,2,0,2,1,0.8,6,1,1,0.8,0.8,11,0.6,2,626,0.6,0.6,1,172,62,0,0,0,0,0,0,1,0,7,2009,1,1,230000,2,1
1158,1158,1159,20,1,92,11932,1,0,1,1,1,4.85E-17,1,-1.55E-05,1,0,0.25,0.125,8,5,2007,2008,1,1,1,1,7.44E-19,186,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1580,1580,1,1,1,1,1580,0,0,1580,0,0,2,0,3,1,0.8,7,1,0,0,0.8,11,0.6,3,830,0.6,0.6,1,0,24,0,0,0,0,0,0,1,0,6,2008,-6.60E-17,0.8,235128,1,0
1159,1159,1160,60,1,76,9120,1,0,1,1,1,1,1,-3.80E-05,0,0,0.25,0.5,6,6,1974,1974,1.39E-16,1,-4.08E-17,9.41E-17,-2.22E-15,270,0.75,0.5,6.84E-13,0.6,0.6,0.25,331.5,442,0.1,0,459,901,1,0.6,1,1,943,933,0,1876,0,0,2,1,4,1,0.8,8,1,1,0.6,0.8,45,0.6,2,540,0.8,0.6,1,0,69,0,0,0,0,0,0,1,0,7,2008,1,1,185000,34,34
1160,1160,1161,160,1,24,2280,1,0,1,1,1,1,1,-8.78E-11,0,0,0,0.5,6,5,1978,1978,1,1,-8.17E-18,-5.84E-12,1,0,0.5,0.5,6.84E-13,0.8,0.6,0.25,233.25,311,0.1,0,544,855,1,0.4,1,1,855,601,0,1456,0,0,2,1,3,1,0.6,7,1,1,0.6,0.8,41,0.3,2,440,0.6,0.6,1,26,0,0,0,0,0,0,0,1,0,7,2010,1,1,146000,32,32
1161,1161,1162,20,1,70,14778,1,0,0.75,0.25,1,1.89E-18,1,-1.68E-05,0.5,0,0.25,0.125,6,7,1954,2006,1.39E-16,1,-4.08E-17,9.41E-17,-2.22E-15,72,0.75,0.5,6.84E-13,0.6,0.6,0.25,364,728,0.1,0,568,1296,1,1,1,1,1640,0,0,1640,1,0,1,0,3,1,0.8,7,1,1,0.8,0.2,26,0.3,2,924,0.6,0.6,1,108,0,0,216,0,0,0,0,1,0,11,2008,1,1,224000,54,2
1162,1162,1163,20,1,109,8724,1,0,1,1,1,1,1,1.69E-05,0,0,0.25,0.125,5,5,1968,1968,1,1,1,1,1,0,0.5,0.5,6.84E-13,0.8,0.6,0.25,246,492,0.1,0,402,894,1,0.8,1,1,894,0,0,894,0,0,1,0,3,1,0.6,5,1,1,0.2,0.8,51,1,2,450,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,5,2007,1,1,129000,39,39
1163,1163,1164,90,1,60,12900,1,0,1,1,1,1,1,1.69E-05,1,0,0,0.875,4,4,1969,1969,1,1,-8.17E-18,1.95E-18,1,0,0.5,0.5,6.84E-13,0.8,0.6,0.75,1198,1198,0.1,0,0,1198,1,0.6,1,1,1258,0,0,1258,2,0,0,2,0,2,0.6,6,1,0,0,0.5,50,0.3,2,400,0.4,0.6,1,120,0,0,0,0,0,0,0,1,0,1,2008,1,1,108959,39,39
1164,1164,1165,80,1,70,16157,1,0,0.75,1,1,4.85E-17,1,2.02E-09,1,0,0.25,1,5,7,1978,1978,1,1,-8.17E-18,1.95E-18,1,0,0.5,0.5,1,0.8,0.6,1,627.3,680,0.3,391,289,1360,1,1,1,1,1432,0,0,1432,1,0,1,1,2,1,0.8,5,1,1,0.6,0.8,41,0.3,2,588,0.6,0.6,1,168,180,0,0,0,0,0,0,1,0,6,2007,1,1,194000,29,29
1165,1165,1166,20,1,79,9541,1,0,0.75,1,1,1,1,7.39E-05,0,0,0.25,0.125,7,5,2009,2009,1,1,1,1,7.44E-19,268,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1502,1502,1,1,1,1,1502,0,0,1502,0,0,2,0,3,1,0.8,7,1,0,0,0.8,10,0.6,2,644,0.6,0.6,1,0,114,0,0,0,0,0,0,1,0,9,2009,-4.67E-20,0.8,233170,0,0
1166,1166,1167,20,1,64,10475,1,0,0.75,1,1,0,1,-5.37E-07,0,0,0.25,0.125,8,5,2008,2008,1,1,1,1,7.44E-19,72,0.75,0.5,1,0.8,0.6,0.75,0,0,0.1,0,1694,1694,1,1,1,1,1694,0,0,1694,0,0,2,0,3,1,0.8,7,1,0,0,0.8,11,0.6,3,776,0.6,0.6,1,160,33,0,0,0,0,0,0,1,0,2,2010,1,1,245350,2,2
1167,1167,1168,60,1,58,10852,1,0,0.75,1,1,1,1,3.00E-05,1,0,0.25,0.5,6,5,2000,2000,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.25,786,786,0.1,0,173,959,1,1,1,1,959,712,0,1671,1,0,2,1,3,1,0.6,7,1,1,0.6,0.8,19,1,2,472,0.6,0.6,1,0,38,0,0,0,0,0,0,1,0,2,2006,1,1,173000,6,6
1168,1168,1169,70,1,120,13728,1,0,1,1,1,0,1,-1.18E-05,0,0,0.25,0.5,6,7,1935,1986,1.39E-16,1,-5.66E-18,-3.49E-15,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,187.8,626,0.1,0,501,1127,1,1,1,1,1236,872,0,2108,0,0,2,0,4,1,0.8,7,1,2,0.6,0.7,84,0.3,2,540,0.6,0.6,1,0,0,0,0,90,0,0,0,1,0,7,2008,1,1,235000,73,22
1169,1169,1170,60,1,118,35760,1,0,0.75,1,1,1.89E-18,1,8.87E-06,0,0,0.25,0.5,10,5,1995,1996,1.39E-16,1,-4.08E-17,9.41E-17,-2.22E-15,1378,0.75,0.75,1,1,0.6,1,1387,1387,0.1,0,543,1930,1,1,1,1,1831,1796,0,3627,1,0,3,1,4,1,0.8,10,1,1,0.6,0.8,24,1,3,807,0.6,0.6,1,361,76,0,0,0,0,0,0,1,0,7,2006,1,1,625000,11,10
1170,1170,1171,80,1,76,9880,1,0,1,1,1,1,1,4.57E-05,0,0,0.25,1,6,6,1977,1977,1,1,-8.17E-18,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.75,391.5,522,0.1,0,574,1096,1,0.6,1,1,1118,0,0,1118,1,0,1,0,3,1,0.6,6,1,1,0.2,0.8,42,1,1,358,0.6,0.6,1,203,0,0,0,0,576,0.75,1,1,0,7,2008,1,1,171000,31,31
1171,1171,1172,20,1,76,9120,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,6,6,1958,1958,1.39E-16,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,496.5,662,0.1,0,599,1261,1,1,1,1,1261,0,0,1261,1,0,1,0,3,1,0.6,6,1,1,0.6,0.8,61,0.6,2,433,0.6,0.6,1,0,0,0,0,288,0,0,0,9.15E-17,1400,11,2008,1,1,163000,50,50
1172,1172,1173,160,-8.31E-19,35,4017,1,1,0.75,1,1,1,1,-1.55E-05,0,0,1,0.5,7,5,2006,2007,1,1,2.57E-16,-6.51E-19,1,0,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,625,625,1,1,1,1,625,625,0,1250,0,0,2,1,2,1,0.8,5,1,0,0,0.2,13,1,2,625,0.6,0.6,1,0,54,0,0,0,0,0,0,1,0,3,2008,1,1,171900,2,1
1173,1173,1174,50,1,138,18030,1,0,0.75,0.75,1,1,1,1.03E-06,0,0,0.25,0.375,5,6,1946,1994,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,280.1,152,0.5,469,977,1598,1,0.6,1,1,1636,971,479,3086,0,0,3,0,3,1,1,12,0.5,1,0.8,0,0,0,0,0,0,0,1,122,0,0,0,0,0,0,0.75,1,0,3,2007,1,1,200500,61,13
1174,1174,1175,70,1,80,16560,1,0,0.75,1,1,1,1,-1.68E-05,0,0,0.25,0.5,6,8,1932,1950,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,0,0.8,0.6,0.25,150.9,503,0.1,0,449,952,1,0.6,1,1,1170,1175,0,2345,0,0,2,1,4,1,0.6,9,1,1,0.8,0.2,87,0.3,2,360,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,7,2006,1,1,239000,74,56
1175,1175,1176,50,1,85,10678,1,0,1,1,1,1,1,8.87E-06,0,0,0.25,0.375,8,5,1992,2000,1.39E-16,1,-4.08E-17,9.41E-17,-2.22E-15,337,0.75,0.5,1,0.8,0.6,0.25,700,700,0.1,0,983,1683,1,1,1,1,2129,743,0,2872,0,0,2,1,4,1,0.8,9,1,1,0.6,0.8,27,1,2,541,0.6,0.6,1,0,33,0,0,0,0,0,0,1,0,4,2007,1,1,285000,15,7
1176,1176,1177,20,1,37,6951,1,0,0.75,1,1,1.89E-18,1,4.57E-05,0,0,0.25,0.125,5,5,1984,1985,1,1,-4.08E-17,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,493.5,658,0.1,0,218,876,1,0.6,1,1,923,0,0,923,1,0,1,0,3,1,0.6,5,1,0,0,0.8,35,0.3,1,264,0.6,0.6,1,362,0,0,0,0,0,0,0.75,1,0,10,2008,1,1,119500,24,23
1177,1177,1178,50,-3.33E-16,70,3950,1,0.5,1,0.75,1,1,1,1.60E-05,1,0,0.25,0.375,6,8,1926,2004,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,140.4,468,0.1,0,350,818,1,0.6,1,1,818,406,0,1224,0,0,1,0,3,1,0.6,5,1,0,0,0.2,93,0.3,1,210,0.6,0.6,0,0,0,116,0,0,0,0,0,1,0,12,2009,1,1,115000,83,5
1178,1178,1179,50,1,54,7681,1,0,0.75,1,1,4.85E-17,1,-1.68E-05,0,0,0.25,0.375,5,6,1921,1950,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,731,731,1,1,1,1,820,523,0,1343,0,0,1,1,3,1,0.6,7,1,1,0.8,0.2,98,0.3,1,186,0.4,0.6,1,192,0,102,0,0,0,0,0,1,0,7,2009,1,1,154900,88,59
1179,1179,1180,20,1,77,8335,1,0,1,1,1,0,1,-1.18E-05,0,0,0.25,0.125,5,5,1954,1954,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,2.79E-17,0,0,0,0,0,0,0,0,0,1,0.8,1,1,1124,0,0,1124,0,0,1,0,3,1,0.6,5,0.75,1,0.8,0,0,0,0,0,0,0,0,0,36,190,0,0,0,0,0,1,0,4,2006,1,1,93000,52,52
1180,1180,1181,60,1,70,11170,1,0,0.5,1,1,0,1,-5.39E-06,0,0,0.25,0.5,7,5,1990,1991,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,-8.60E-17,0.8,0.6,0.25,243.2,1216,0.1,0,0,1216,1,1,1,1,1298,1216,0,2514,0,0,2,1,4,1,0.6,8,1,0,0,0.8,29,1,2,693,0.6,0.6,1,0,0,0,0,0,0,0,1,1,0,4,2006,1,1,250000,16,15
1181,1181,1182,120,-3.33E-16,64,5587,1,0,0.75,0.5,1,1,0.5,-1.68E-05,0,0,1,0.125,8,5,2008,2008,1.39E-16,1,-1.65E-19,-8.62E-18,7.44E-19,186,1,0.5,1,1,0.6,1,1480,1480,0.1,0,120,1600,1,1,1,1,1652,0,0,1652,1,1,2,0,2,1,0.8,5,1,1,0.8,0.8,11,1,2,482,0.6,0.6,1,162,53,0,153,0,0,0,0,1,0,11,2008,-4.67E-20,0.8,392500,0,0
1182,1182,1183,60,1,160,15623,1,0,0.75,1,1,0,1,8.87E-06,0,0,0.25,0.5,10,5,1996,1996,1.39E-16,1,3.47E-17,2.33E-12,1,0,0.75,0.5,1,1,0.6,0.75,2096,2096,0.1,0,300,2396,1,1,1,1,2411,2065,0,4476,1,0,3,1,4,1,1,10,1,2,0.6,0.8,23,1,3,813,0.6,0.6,1,171,78,0,0,0,555,1,0.75,1,0,7,2007,1,0.5,745000,11,11
1183,1183,1184,30,1,60,10800,1,0.5,1,1,1,1,1,1.60E-05,0,0,0.25,0.125,5,6,1920,1950,1.39E-16,1,-5.66E-18,-3.49E-15,1,0,0.5,0.5,0,0.6,0.6,0.25,246.3,821,0.1,0,299,1120,1,1,1,1,1130,0,0,1130,1,0,1,0,2,1,0.6,5,1,1,0.8,0.2,49,0.3,2,720,0.6,0.6,1,229,0,0,0,0,0,0,0,1,0,6,2006,1,1,120000,86,56
1184,1184,1185,20,1,50,35133,0.5,0,1,1,1,1,0.5,-5.39E-06,0,0,0.25,0.125,5,4,1963,1963,1.39E-16,1,2.57E-16,-6.51E-19,-2.22E-15,226,0.5,0.5,6.84E-13,0.6,0.6,1,347.7,1159,0.1,0,413,1572,1,0.8,1,1,1572,0,0,1572,1,0,1,1,3,1,0.6,5,1,2,0.6,1,56,0.6,3,995,0.6,0.6,1,0,263,0,0,263,0,0,0,1,0,5,2007,1,1,186700,44,44
1185,1185,1186,50,1,60,9738,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,0.375,5,7,1924,1950,1,1,1.11E-16,1.61E-14,1,0,0.5,0.75,0,0.6,0.6,0.25,196,392,0.1,0,392,784,1,0.8,1,1,949,272,0,1221,1,0,1,0,4,1,0.6,7,1,0,0,0.8,54,0.3,1,392,0.6,0.6,1,0,0,236,0,0,0,0,0,1,0,3,2006,1,1,104900,82,56
1186,1186,1187,190,1,107,10615,1,0,0.75,0.75,1,0,0.5,1.60E-05,1,1,0,0.5,3,5,1900,1970,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,6.84E-13,0.4,0.6,0.5,220,440,0.1,0,538,978,1,0.6,1,1,1014,685,0,1699,1,0,2,0,3,2,0.6,7,1,0,0,0.5,99,0.3,2,420,0.4,0.4,1,0,74,0,0,0,0,0,0,1,0,8,2009,1,0.5,95000,109,39
1187,1187,1188,20,1,89,12461,1,0,1,1,1,0,1,8.87E-06,0,0,0.25,0.125,8,5,1994,1995,1,1,4.22E-18,2.33E-12,1,0,0.75,0.5,1,0.8,0.6,0.25,1456,1456,0.1,0,168,1624,1,1,1,1,1624,0,0,1624,1,0,2,0,2,1,0.8,5,1,1,0.4,0.8,25,0.6,3,757,0.6,0.6,1,0,114,192,0,0,0,0,1,1,0,7,2006,1,1,262000,12,11
1188,1188,1189,60,1,68,8935,1,0,0.75,1,1,1,1,-5.37E-07,0,0,0.25,0.5,7,5,2002,2002,1,1,1,1,-2.22E-15,95,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,831,831,1,1,1,1,831,829,0,1660,0,0,2,1,3,1,0.8,7,1,0,0,0.8,17,0.6,2,493,0.6,0.6,1,144,68,0,0,0,0,0,0,1,0,7,2009,1,1,195000,7,7
1189,1189,1190,60,1,60,7500,1,0,1,1,1,1,1,3.00E-05,0,0,0.25,0.5,7,5,1999,1999,1,1,1,1,1,0,0.5,0.5,1,0.6,0.6,0.25,0,0,0.1,0,994,994,1,0.8,1,1,1028,776,0,1804,0,0,2,1,3,1,0.8,7,1,1,0.6,0.8,20,1,2,442,0.6,0.6,1,140,60,0,0,0,0,0,0,1,0,6,2010,1,1,189000,11,11
1190,1190,1191,190,1,70,32463,1,0,1,0.25,1,1,0.5,4.57E-05,0,0,0,0.125,4,4,1961,1975,1,1,2.57E-16,-6.51E-19,7.44E-19,149,0.5,0.75,6.84E-13,0.6,0.6,0.75,579.5,1159,0.1,0,90,1249,1,1,1,1,1622,0,0,1622,1,0,1,0,3,1,0.6,7,1,1,0.6,1,44,1,4,1356,0.6,0.6,1,439,0,0,0,0,0,0,0,1,0,3,2007,1,1,168000,46,32
1191,1191,1192,160,-8.31E-19,24,2645,1,1,1,1,1,1,1,-1.55E-05,0,0,0,0.5,8,5,1999,2000,1,1,2.57E-16,-6.51E-19,-2.22E-15,456,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,776,776,1,1,1,1,764,677,0,1441,0,0,2,1,2,1,0.8,5,1,0,0,0.2,20,0.3,2,492,0.6,0.6,1,206,0,0,0,0,0,0,0,1,0,11,2007,1,1,174000,8,7
1192,1192,1193,50,-3.33E-16,60,9600,1,0.5,1,1,1,1,1,1.60E-05,0,0,0.25,0.375,5,8,1925,1994,0,1,1,1,1,0,0.5,0.5,1,0.6,0.6,0.5,0,0,0.1,0,702,702,1,0.8,1,1,842,630,0,1472,0,0,1,0,3,1,0.8,6,1,0,0,0.2,94,0.3,1,250,0.6,0.4,0.5,0,0,84,0,0,0,0,0.5,1,0,7,2007,1,1,125000,82,13
1193,1193,1194,120,-3.33E-16,70,4500,1,0,1,1,1,4.85E-17,1,4.57E-05,0,0,1,0.125,6,5,1999,1999,1.39E-16,1,1,1,-2.22E-15,425,0.5,0.5,1,1,0.6,0.25,883,883,0.1,0,341,1224,1,1,1,1,1224,0,0,1224,1,0,2,0,2,1,0.6,5,1,0,0,0.8,20,1,2,402,0.6,0.6,1,0,304,0,0,0,0,0,0,1,0,6,2009,1,1,165000,10,10
1194,1194,1195,60,1,80,9364,1,0,1,1,1,0,1,1.69E-05,0,0,0.25,0.5,6,7,1969,1969,1,1,-4.08E-17,9.41E-17,7.44E-19,143,0.5,0.5,6.84E-13,0.6,0.6,0.25,278.25,371,0.1,0,292,663,1,0.6,1,1,663,689,0,1352,0,0,1,1,4,1,0.6,7,1,0,0,0.8,50,1,1,299,0.6,0.6,1,379,36,0,0,0,0,0,0.75,1,0,3,2010,1,1,158000,41,41
1195,1195,1196,60,1,51,8029,1,0,0.75,1,1,1,1,3.00E-05,0,0,0.25,0.5,6,5,2005,2005,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,728,728,1,1,1,1,728,728,0,1456,0,0,2,1,3,1,0.8,8,1,0,0,0.8,14,1,2,400,0.6,0.6,1,100,24,0,0,0,0,0,0,1,0,7,2008,1,1,176000,3,3
1196,1196,1197,60,1,58,14054,1,0,0.75,1,1,1,1,3.00E-05,0,0,0.25,0.5,7,5,2006,2006,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.75,0,0,0.1,0,879,879,1,1,1,1,879,984,0,1863,0,0,2,1,4,1,0.8,9,1,1,0.8,0.6,13,1,3,660,0.6,0.6,1,100,17,0,0,0,0,0,0,1,0,11,2006,-4.67E-20,0.8,219210,0,0
1197,1197,1198,75,-3.33E-16,65,8850,1,0,0.75,0.75,1,0,1,1.60E-05,0,0,0.25,0.625,7,6,1916,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,815,815,1,1,1,1,815,875,0,1690,0,0,1,0,3,1,0.6,7,1,1,0.8,0.2,103,0.3,1,225,0.6,0.6,1,0,0,330,0,0,0,0,0,1,0,7,2006,-1.17E-17,1,144000,90,56
1198,1198,1199,20,1,70,9100,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.125,7,5,2001,2001,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1212,1212,1,1,1,1,1212,0,0,1212,0,0,2,0,3,1,0.8,6,1,0,0,0.8,18,0.6,2,573,0.6,0.6,1,356,0,0,0,0,0,0,0,1,0,6,2009,1,1,178000,8,8
1199,1199,1200,20,1,75,11235,1,0,1,1,1,1,1,1.69E-05,0,0,0.25,0.125,4,5,1963,1979,1,1,-4.08E-17,9.41E-17,-2.22E-15,51,0.5,0.5,6.84E-13,0.6,0.6,0.25,164.1,547,0.1,0,504,1051,1,0.8,1,1,1382,0,0,1382,0,0,1,1,3,1,0.6,6,1,1,0.2,0.8,45,0.3,2,459,0.6,0.6,1,0,82,0,0,0,0,0,0,1,0,10,2006,1,1,148000,43,27
1200,1200,1201,20,1,71,9353,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,4,5,1970,1970,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,864,864,1,0.8,1,1,864,0,0,864,0,0,1,0,3,1,0.6,5,1,0,0,0.8,47,0.3,1,280,0.6,0.6,1,0,0,0,0,0,0,0,0,9.15E-17,0,7,2006,8.64E-17,0.5,116050,36,36
1201,1201,1202,60,1,80,10400,1,0,1,1,1,0,1,-5.37E-07,0,0,0.25,0.5,7,5,1998,1998,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.75,0,0,0.1,0,866,866,1,1,1,1,866,913,0,1779,0,0,2,1,3,1,0.8,6,1,0,0,0.8,21,0.6,2,546,0.6,0.6,1,198,36,0,0,0,0,0,0,1,0,3,2009,1,1,197900,11,11
1202,1202,1203,50,-3.33E-16,50,6000,1,0,1,1,1,0,1,-0.000112956,0,0,0.25,0.375,5,8,1925,1997,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,884,884,1,1,1,1,884,464,0,1348,1,0,1,0,3,1,0.6,5,1,1,0.4,0.2,59,0.3,1,216,0.6,0.6,0,0,0,208,0,0,0,0,0,1,0,5,2009,1,1,117000,84,12
1203,1203,1204,20,1,75,9750,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.125,7,5,2000,2001,1,1,1,1,-2.22E-15,171,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1630,1630,1,1,1,1,1630,0,0,1630,0,0,2,0,3,1,0.8,6,1,1,0.6,0.8,19,0.3,2,451,0.6,0.6,1,74,234,0,0,0,0,0,0,1,0,10,2009,1,1,213000,9,8
1204,1204,1205,20,1,78,10140,1,0,1,1,1,1,1,-3.80E-05,0,0,0.25,0.125,5,6,1975,1975,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,6.84E-13,0.8,0.6,0.25,591,788,0.1,0,268,1056,1,1,1,1,1074,0,0,1074,1,0,1,1,3,1,0.6,6,1,0,0,0.8,44,0.6,2,495,0.6,0.6,1,0,88,0,0,0,0,0,0.75,1,0,7,2006,1,1,153500,31,31
1205,1205,1206,20,1,90,14684,1,0,0.75,1,1,1.89E-18,1,0.00013699,0,0,0.25,0.125,7,7,1990,1991,1.39E-16,1,-4.08E-17,9.41E-17,-2.22E-15,234,0.75,0.5,6.84E-13,0.8,0.6,0.5,452.25,485,0.5,177,1496,2158,1,0.8,1,1,2196,0,0,2196,0,0,2,0,3,1,0.8,7,1,1,0.6,0.8,29,0.6,3,701,0.6,0.6,1,84,70,0,0,0,0,0,0,1,0,6,2009,1,1,271900,19,18
1206,1206,1207,20,9.11E-19,70,8900,1,0,1,1,1,1,1,0.00013699,0,0,0.25,0.125,4,4,1966,1966,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,316.8,1056,0.1,0,0,1056,1,0.6,1,1,1056,0,0,1056,1,0,1,0,2,1,0.6,5,1,0,0,0.2,53,0.3,1,384,0.6,0.6,1,0,42,0,0,0,0,0,0.75,1,0,11,2006,1,1,107000,40,40
1207,1207,1208,20,1,70,9135,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.125,6,5,2003,2003,1,1,1,1,-2.22E-15,120,0.75,0.5,1,0.8,0.6,0.75,340,340,0.1,0,1342,1682,1,1,1,1,1700,0,0,1700,1,0,2,0,3,1,0.8,7,1,0,0,0.8,16,0.6,2,544,0.6,0.6,1,192,23,0,0,0,0,0,0,1,0,5,2006,1,1,200000,3,3
1208,1208,1209,20,1,70,7763,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,5,7,1962,1980,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.75,6.84E-13,0.6,0.6,0.25,205.2,504,0.5,108,319,931,1,0.6,1,1,1283,0,0,1283,1,0,1,0,3,1,0.6,6,1,0,0,0.2,39,0.3,2,506,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,10,2008,1,1,140000,46,28
1209,1209,1210,20,1,85,10182,1,0,0.75,1,1,1.89E-18,1,-1.55E-05,0.5,0,0.25,0.125,8,5,2006,2006,1.39E-16,1,1,1,7.44E-19,420,0.75,0.5,1,1,0.6,0.5,1220,1220,0.1,0,440,1660,1,1,1,1,1660,0,0,1660,1,0,2,0,3,1,0.8,8,1,1,0.8,0.8,13,0.6,2,500,0.6,0.6,1,322,50,0,0,0,0,0,0,1,0,5,2006,-4.67E-20,0.8,290000,0,0
1210,1210,1211,60,1,70,11218,1,0,1,1,1,1,1,0.00013699,0,0,0.25,0.5,6,5,1992,1992,1,1,3.47E-17,5.94E-17,1,0,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1055,1055,1,1,1,1,1055,790,0,1845,0,0,2,1,3,1,0.8,8,1,1,0.6,0.8,27,0.6,2,462,0.6,0.6,1,635,104,0,0,0,0,0,1,9.15E-17,400,5,2010,1,1,189000,18,18
1211,1211,1212,50,1,152,12134,1,0,0.75,0.75,1,1,0.5,3.00E-05,0,0,0.25,0.375,8,7,1988,2005,1,1,3.47E-17,5.94E-17,1,0,0.75,0.5,-8.60E-17,0.8,0.6,0.75,427,427,0.1,0,132,559,1,0.8,1,1,1080,672,0,1752,0,0,2,0,4,1,0.6,8,1,0,0,0.7,31,0.6,2,492,0.6,0.6,1,325,12,0,0,0,0,0,0,1,0,6,2010,1,1,164000,22,5
1212,1212,1213,30,1,50,9340,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,0.125,4,6,1941,1950,1.39E-16,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,103.2,344,0.1,0,328,672,1,0.6,1,1,672,0,0,672,1,0,1,0,2,1,0.6,4,1,0,0,0.8,78,0.3,1,234,0.6,0.6,0,0,113,0,0,0,0,0,0,1,0,8,2009,1,1,113000,68,59
1213,1213,1214,80,1,70,10246,1,0,0.75,1,1,1.89E-18,1,1.69E-05,0,0,0.25,1,4,9,1965,2001,1,1,1,1,1,0,0.5,0.75,6.84E-13,0.6,0.8,0.75,648,648,0.1,0,0,648,1,1,1,1,960,0,0,960,1,1,0,0,0,1,0.6,3,1,0,0,0.8,54,0.3,1,364,0.6,0.6,1,88,0,0,0,0,0,0,0,1,0,5,2006,1,1,145000,41,5
